Year,BTS.APEX.PRED.BIOM,BTS.MOTILE.EPI.BIOM,SSL.WEST.PUP.PRED,SSL.WEST.NP.PRED,SSL.EAST.PUP.PRED,SSL.EAST.NP.PRED,SSL.CENT.PUP.PRED,SSL.CENT.NP.PRED,SB.REPSUC.COMU.CHOW,SB.REPSUC.TBMU.CHOW,SB.REPSUC.HPUFF.CHOW,SB.REPSUC.TPUF.CHOW,SB.REPSUC.BLK.CHOW,SB.REPSUC.PAUK.CHOW,SB.REPSUC.TPUF.AMAT,SB.REPSUC.BLK.AMAT,SB.REPSUC.FTSP.AMAT,FOCI.ICH.AMMPER,FOCI.ICH.ATHSTO,FOCI.ICH.BATSPP,FOCI.ICH.GADCHA,FOCI.ICH.GADMAC,FOCI.ICH.HIPELA,FOCI.ICH.HIPSTE,FOCI.ICH.LEPBIL,FOCI.ICH.LEPPOL,FOCI.ICH.PLASTE,FOCI.ICH.SEBSPP,FOCI.ICH.STELEU,SHEL.APRMAY.WINDDIR,CHLA.BIOM,CHLA.PEAK,MID.IL.CAPELIN,SST.COASTWATCH.JUNJULAUG,BTS.WGOA.TEMP.SUM.1TO5M,BTS.WGOA.TEMP.SUM.195TO205M,LL.WGOA.TEMP.SUM.246TO255M,SWLN.TEMP.FALL.0TO10M,SWLN.TEMP.SPR.0TO10M,SWLN.TEMP.FALL.176TO226M,SWLN.TEMP.SPR.176TO226M,ADFG.LMESH.TEMP.SUMM.BTTM,SWDLN.SM.CAL.COP.SPR,SWDLN.SM.CAL.COP.FLL,SWDLN.LG.CAL.COP.SPR,SWDLN.LG.CAL.COP.FLL,SWDLN.COP.CMMTY.SZ.SPR,PDO.DJF,ENSO.DJ,EKE.REGC.DJF,EKE.REGC.MAM,EKE.REGC.JJA,EKE.REGD.DJF,EKE.REGD.MAM,EKE.REGD.JJA,SBRD.MEANHATCH.COMU.CHOW,SBRD.MEANHATCH.TBMU.CHOW,SBRD.MEANHATCH.PAAU.CHOW,SBRD.MEANHATCH.HOPU.CHOW,SBRD.MEANHATCH.TUPU.CHOW,SBRD.MEANHATCH.TUPU.CHOW,SBRD.MEANHATCH.GWGU.CHOW,PAV.SHRIMP.CPUE,PAV.CAPELIN.CPUE,PAV.EULACHON.CPUE,PAV.P.COD.CPUE,PAV.POLLOCK.CPUE,PAV.JELLY.CPUE,CHI.SHRIMP.CPUE,CHI.DOGFISH.CPUE,CHI.EULACHON.CPUE,CHI.P.COD.CPUE,CHI.POLLOCK.CPUE,CHI.JELLY.CPUE,PWS.CO,PWS.PI,KOD.CO,KOD.PI,CI.CO,CI.PI,CH.CO,CH.PI,SP.CO,AKCLIM_GOA_N60W149,AKCLIM_GOA_N60W146,AKCLIM_GOA_wgoa.win.sst,AKCLIM_GOA_wgoa.spr.sst
1986,,,4539.606474,8623.733817,818.3960201,11251.02314,12761.90475,23581.15844,,,,,,,,,,,,,,,,,,,,,,,,,0.12,9.499456522,,,,,,,,,,,,,,1.036666667,-0.4,,,,,,,,,,,,,,3.462882878,-0.976394656,-2.00495269,3.778091533,4.708714553,3.516280479,3.988752538,-4.605170186,-2.091514123,4.854082843,4.324271719,0.601305977,12.07626574,17.19510435,12.16750852,15.40889348,13.04493359,12.64697246,11.92115342,12.41623632,12.32437999,2.804347826,1.076086957,0.211097705,-0.222634319
1987,2195.223261,1570.091461,3857.883156,7590.23783,905.7072946,10411.32052,10231.81301,19138.59333,,,,,,,,,,21.807,0.192,240.968,379.291,3.401,160.921,0,1.187,3.331,0,0,1.73,,,,NA,10.35978261,,,,,,,,,,,,,,1.8,1,,,,,,,,,,,,,,2.694190495,-4.07907709,-1.355989012,4.064046589,5.332541148,2.098036804,3.221721043,-4.605170186,0.3559181,2.800501384,4.204278429,2.212511701,13.07847836,16.28626825,12.62237218,16.47313418,13.25095007,14.14895608,12.82236848,14.91317573,13.13336662,-3.97826087,-4.989130435,1.34968163,0.607652651
1988,,,3293.006039,6886.127607,1013.975798,9415.996004,8214.256917,15415.06962,,,,,,,,,,19.793,0.635,98.831,186.769,1.382,60.497,0.248,3.22,1.767,2.599,1.948,3.003,,,,NA,10.30782609,,,,,,,,,,,,,,1.146666667,0.6,,,,,,,,,,,,,,1.595624767,-2.722933132,-4.605170186,4.000710477,5.52233163,3.722488956,,,,,,,12.95973621,16.89946582,7.863266724,15.73612121,12.76736702,14.12620261,11.13069825,10.2296569,13.00321942,-0.336956522,-4.010869565,0.769768608,0.321871092
1989,,,2831.02929,6441.1738,1155.123366,8339.717263,6621.12242,12507.45983,,,,,,,,,,29.847,0.951,12.477,559.736,54.932,58.422,1.368,0.422,21.608,3.072,1.451,0.514,,,,NA,9.851521739,,,,,,,,,,,,,,-0.8,-1.1,,,,,,,206,205,,,,,,1.98385122,-2.510053907,-2.758067801,3.366831951,5.394746876,3.189409183,3.698337938,-4.605170186,0.631850253,2.107961724,4.747858721,3.656765415,13.16981932,17.60344494,12.59072261,15.60456855,13.14097903,13.80273024,11.7763046,13.21768992,12.63520545,3.239130435,1.434782609,-0.044146854,0.198040388
1990,2932.899841,3042.387882,2515.18949,6233.513711,1248.609405,7264.879745,5342.325227,10343.61623,0.59,0.43,NA,NA,0,NA,NA,NA,NA,13.295,2.871,86.444,322.786,28.523,103.704,0.396,1.738,11.729,3.173,5.451,3.836,,,,0.08,10.53097826,,,,,,,,5.347447447,,,,,,-0.386666667,0.1,,,,,,,205,202,,,,193,,2.646452705,-2.564444723,-2.274229048,3.981575365,6.235477272,-1.136195486,3.344962886,-4.605170186,-4.605170186,2.20627763,3.170676662,-4.605170186,13.37212861,17.43008561,12.69115268,16.62749047,12.99129295,13.51596236,12.01758411,13.97191498,12.66706706,3.869565217,2.22826087,0.008926242,0.339757662
1991,,,2306.455807,6162.033588,1272.975832,6277.372015,4381.321757,8764.137944,0.49,0.52,NA,NA,0,NA,NA,NA,NA,38.731,0.128,6.74,56.458,13.723,16.846,0.734,0.245,3.555,1.478,0.329,5.032,,,,NA,9.519782609,,,,,,,,5.099173554,,,,,,-1.813333333,0.2,,,,,,,205,205,,,,207,,2.845825719,-2.498987134,-3.195625494,3.409716896,5.987513764,3.159897574,,,,,,,13.33678581,15.9715794,12.54285198,15.01265208,13.06971337,13.97731473,12.64736811,14.25639043,12.94372702,1.586956522,-0.163043478,-0.14367388,-0.198479785
1992,,,2170.076568,6190.12439,1217.516931,5400.546889,3683.642109,7695.48966,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.352,8.797,76.303,508.106,54.325,78.541,1.623,3.529,5.067,0.597,7.597,6.92,,,,NA,10.20206522,,,,,,,,5.918329466,,,,,,0.15,1.7,,,,,,,,,,,,,,2.060383819,-4.259648114,-3.486012824,4.347838541,5.302098233,2.927103216,4.094944356,-4.605170186,0.601244565,2.270757679,5.230530876,2.986543564,13.00720614,15.56663864,12.65545256,17.34244124,12.64973551,13.23251918,12.343484,14.31530233,12.30187361,4.782608696,2.380434783,0.384151765,0.048189612
1993,2814.540859,4849.256837,2097.077048,6234.266983,1109.755276,4714.71922,3196.621295,6971.462216,0.51,0.43,NA,NA,NA,NA,NA,NA,NA,60.421,12.32,215.584,176.821,4.833,60.394,0.892,1.509,2.959,11.217,4.837,8.59,,,,0.03,10.79391304,10.33390227,5.175260166,,,,,,5.953460621,,,,,,0.256666667,0.8,NA,204.3333333,87,NA,130.8666667,631.8,,,,,,,,0.832298264,-4.41755961,-3.711682943,3.500526609,5.155883556,2.251344429,,,,,,,13.87205723,17.42335082,12.59916823,15.91506902,13.29943618,14.5908661,12.35143626,12.97387497,12.45256547,7.239130435,5.684782609,0.018911684,0.769059485
1994,,,2048.145454,6247.328725,994.3323194,4191.850751,2848.69626,6474.057294,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.283,6.357,25.368,127.859,13.645,32.993,1.818,4.254,3.016,1.839,4.824,10.479,,,,0.09,10.19608696,,,,,,,,5.473521851,,,,,,0.956666667,0,58.33333333,204,221,35.13333333,25.8,15.33333333,,,,,,,,-0.412970476,-4.230476737,-3.41954652,3.558744883,5.411568938,1.356537812,,,,,,,13.77990203,16.59216799,12.6371925,17.57319975,13.0430604,14.90811919,12.54795522,14.53724471,12.48460171,8.032608696,6.72826087,1.01410106,0.453935383
1995,,,2000.57507,6170.077808,885.4133135,3806.150351,2601.100459,6095.947692,0.49,0.4,NA,NA,0.18,NA,0.53,0.8,NA,59.718,11.242,18.82,669.269,37.143,34.232,1.98,1.347,14.47,2.952,13.551,9.539,,,,0.4,9.717608696,,,,,,,,5.407223476,,,,,,-0.606666667,0.8,162.6666667,202.3333333,65.66666667,76.83333333,46.43333333,136.5333333,211,,,,,,,-0.431920687,-4.24415684,-3.597529676,3.76948722,5.212861301,2.210326773,2.974481658,-0.418556867,-4.605170186,2.162534593,5.000354819,2.320771958,13.03750241,17.07548276,12.21521572,15.06453254,12.71491831,13.45267669,12.17172444,12.14986731,12.58881146,2,2.576086957,-0.325044106,-0.178755388
1996,2782.784419,5937.285041,1937.540201,6125.130541,808.3288687,3518.975055,2406.494145,5771.878387,NA,NA,NA,NA,NA,NA,0.6,0.66,NA,46.336,23.64,128.658,479.678,8.238,39.578,3.354,1.802,9.626,4.542,5.442,12.995,,,,0.16,10.19978261,8.136987795,5.388850388,,,,,,6.126987448,,,,,,0.5,-0.8,107.6666667,237.3333333,79,146.4,52,32,,,,,,,,1.654566051,-4.595691442,-3.902544261,4.021953065,4.48967382,1.747475802,,,,,,,11.32800453,17.06730126,12.8505704,16.21658477,11.99068643,14.87516613,11.41761429,13.64641949,11.66252581,4.5,2.793478261,-0.009802465,0.632401751
1997,,,1860.646995,5983.979001,757.3832559,3338.680867,2250.455448,5488.989435,NA,NA,NA,NA,NA,NA,0.36,0.31,NA,17.674,14.933,119.212,572.076,20.631,62.658,0.503,0.76,2.669,2.181,43.361,7.424,,,,0.08,11.6573913,,,,10.61,,5.88,,6.289230769,,,,,,0.16,-0.7,135.6666667,327.3333333,175,55.2,58.63333333,141.2,,,,,,,,0.430157721,-3.253561383,-3.935012524,4.517143418,5.214224042,0.745610245,,,,,,,12.1791176,17.17222292,12.96018321,16.90938835,12.07132909,14.51342486,11.77174499,13.56318147,11.94597331,5.336956522,3.402173913,-0.09685841,0.711845032
1998,,,1783.610717,5778.90562,726.788923,3265.561005,2104.977402,5263.726898,0.3,0.13,1,NA,0.05,0.3,0.23,0.07,0.03,14.775,2.883,120.945,73.857,2.441,18.035,0.298,2.104,0.25,0.965,208.439,5.488,,1.555298526,144,0.02,10.4176087,,,,10.45,7.11,5.84,5.73,6.356164384,0.0639654,0.124330506,0.391434848,0.013514311,0.859540261,1.02,2.2,231.6666667,76.66666667,47.33333333,131.5,142.2,36.63333333,211,204,,,,210,,0.685160829,-3.744968921,-2.740385582,3.43019704,5.806765621,0.962827276,2.384954766,1.101940079,-4.605170186,1.883383199,4.799831947,3.097192334,12.04400655,17.62247376,12.60142008,16.29190676,11.79701359,13.96105142,11.40323336,14.34534555,12.16787221,4.72826087,3.989130435,0.937305095,0.662835578
1999,2087.210023,5736.545413,1717.022633,5561.436837,713.0747705,3263.712066,1980.088792,5097.24319,NA,NA,NA,NA,NA,NA,0.58,0.43,0.15,54.02,0.886,23.232,89.635,5.906,21.377,1.029,0.808,5.2,5.121,0.811,4.657,,2.188056835,144,0.01,9.655,6.756766918,5.222316393,,13.05,5.92,5.8,5.36,5.92739726,0.058939293,0.082422114,0.193554655,0.022267099,0.766571463,-0.473333333,-1.3,160.6666667,201.6666667,364.6666667,80.53333333,69.8,36.8,,,,,,,,0.286681572,-4.605170186,-2.614808274,3.350892434,5.313790224,-0.989350303,,,,,,,13.47904292,17.47613273,12.71589477,16.11080665,12.38073159,14.2432517,11.721751,12.96703033,12.4577881,0.47826087,-0.695652174,0.564113527,-0.725783567
2000,,,1677.025088,5393.903107,706.7596096,3333.552786,1869.282102,4951.712059,NA,NA,NA,NA,NA,NA,0.37,0.43,0.04,54.946,1.252,94.147,473.541,11.337,33.35,1.14,7.369,3.051,8.486,5.878,1.486,,3.688138536,128,0.1,10.37163043,,,,13.69,7.19,5.81,5.55,6.224,0.1569488,0.079769063,0.158509821,0.017249078,0.502474209,-1.486666667,-1.3,183.3333333,96.33333333,372.3333333,49.8,58.06666667,29.03333333,,,,,,,,0.714285813,-4.605170186,-3.537329556,2.369053569,4.843549804,1.694781232,,,,,,,13.1106551,17.3778775,12.91896853,16.78935774,11.66191427,13.4082819,11.78637422,14.06375093,12.27491284,0.586956522,-0.380434783,-0.439469806,0.245769995
2001,2422.875068,10736.29015,1675.132299,5314.899312,708.7282754,3422.621306,1776.679099,4888.595658,NA,NA,NA,NA,NA,NA,0.57,0.56,0.07,34.406,3.846,119.959,156.397,6.609,110.129,0.395,14.946,2.144,21.447,141.298,7.801,,2.211329413,144,0.05,11.1323913,9.309007423,5.542863946,,9.81,5.76,5.74,5.49,6.633848315,0.048040282,0.120057524,0.198925838,0.013111298,0.80547825,0.47,-0.8,120.3333333,223.3333333,271.3333333,271.6333333,29.46666667,25.4,,,,,,,,-0.046043939,-4.400375773,-3.725920726,3.371222281,5.411710985,0.392963039,4.360108154,-4.605170186,-0.858042258,-4.605170186,2.965144182,2.94575274,13.38552578,16.75736367,13.11448039,16.72393063,12.43116629,14.69804676,10.807159,11.09818245,12.21962539,-0.206521739,-1.576086957,0.585900049,0.579241912
2002,,,1704.246747,5338.525787,716.8743276,3536.230922,1712.737677,4852.694891,0.57,0.4,NA,NA,0.38,0,0.68,0.69,0.14,33.58,0.758,128.452,144.83,14.252,52.286,1.462,1.833,3.508,1.27,8.575,1.711,,2.875612669,136,0.08,10.54978261,,,,10.06,5.56,5.44,5.54,5.798367953,0.100651232,0.01810513,0.419482976,0.038219202,0.806489882,-0.433333333,0.1,398.3333333,412.6666667,78,78.3,54.73333333,25.46666667,201,198,200,,,189,,0.703119589,-4.605170186,-3.12356564,-0.979940756,4.066859169,1.687262777,2.514263206,-4.605170186,-0.043429563,1.130595336,4.628959952,3.549689218,13.16526577,17.76628655,12.73510551,16.4592438,11.58452028,13.71559188,11.5511553,13.1276275,11.79339408,5.652173913,3.576086957,-0.261742061,0.204353076
2003,3821.556101,11119.56589,1773.254698,5508.109278,730.9846517,3643.576412,1682.936559,4859.796602,NA,NA,NA,NA,NA,NA,0.56,0.5,0.11,18.641,0.606,68.381,112.781,2.854,83.619,0.052,7.999,0.394,0.172,52.235,3.675,,2.297230472,136,0.03,11.0426087,9.006015661,5.118043507,,10.55,8.66,5.58,5.24,6.231231672,0.051387958,0.067947533,0.273168147,0.009486405,0.84166695,1.98,0.8,189.6666667,344,429.3333333,222,52.96666667,21.5,,,,,,,,-0.951486224,-4.605170186,-2.773478006,2.903799716,4.29870843,0.279397853,3.19557794,1.570697088,-1.00200425,2.316347108,4.693141825,2.188776309,13.33728926,16.97384983,13.10189941,16.88079884,12.66939777,14.87173539,3.63758616,7.775275846,12.3722013,3.52173913,2.163043478,1.666905783,0.7908487
2004,,,1876.229978,5729.026173,753.4524454,3787.877784,1689.801927,4904.220262,0.52,0.29,0.13,NA,0.07,NA,0.63,0.06,0.17,24.986,9.826,35.709,18.386,3.441,25.521,1.877,2.428,1.819,2.213,12.127,6.365,87.61174263,2.185638137,144,0.06,11.53141304,,,,10.61,6.76,5.61,5.69,5.924013889,0.112129999,0.024545394,0.297294557,0.018290425,0.726127812,0.413333333,0.2,140.3333333,499.3333333,165.3333333,88.6,89.03333333,374.5,201,200,,210,,195,182,0.497270531,-3.258278373,-4.526527059,3.805217001,5.820976785,-0.454559864,1.804696278,1.657751781,1.850283883,1.152547922,5.252392535,2.206528364,13.19314984,17.9081273,12.88924777,17.22134501,12.33480881,14.67198079,8.847503626,12.17585052,11.88968241,-0.543478261,0.673913043,0.273020227,0.753569223
2005,2927.600202,7812.635777,1999.919735,6067.887153,788.0926954,3955.309289,1731.217355,4966.810847,0.58,0.43,0.53,0.63,0.13,0.33,0.61,0.04,0.18,16.068,5.621,41.812,67.597,1.144,53.311,0.458,3.882,1.62,2.39,25.377,4.967,54.24711352,2.769930385,128,0.02,12.07586957,9.644639037,5.257674059,4.669362939,13.48,7.86,5.17,5.31,6.157821229,0.092433813,0.054051054,0.339586973,0.020582277,0.786043134,0.36,0.1,104.3333333,103,50.66666667,257.0333333,206.3333333,49.1,194,198,186,208,199,212,186,1.281189573,-3.584535126,-2.034368731,2.288090346,5.272671347,3.923900938,2.467865993,1.942229906,-1.394260696,1.925707418,4.618576213,4.011755923,13.54595782,16.89383783,13.2240622,17.27161737,12.23708185,14.44448662,10.57699309,12.85722005,12.04391248,3.163043478,1.010869565,0.410400391,1.519695362
2006,,,2139.563439,6433.629855,832.9053793,4146.359539,1800.975347,5031.773068,0.57,0.51,0.65,0.36,0.46,0.74,0.56,0.53,0.23,123.437,4.754,27.939,370.223,11.957,44.792,0.463,8.839,4.486,3.406,5.158,9.146,65.28818408,3.09093035,152,0.05,10.29065217,,,5.345936746,10.93,6.4,5.69,5.72,5.834024064,0.126672828,0.063376787,0.491837114,0.027056042,0.79519678,0.63,-0.7,124.3333333,113.6666667,78,87.23333333,32.3,79.36666667,204,208,187,212,206,198,,-0.506507283,-4.007943495,-3.994839548,2.510208825,6.153090794,3.263097766,2.265079492,0.317934111,-1.388153825,1.902533878,4.517620134,2.193770434,12.70272125,17.96599354,12.78286577,17.02672567,12.1051965,12.98179471,11.20201571,14.5184838,11.92990404,8.239130435,7.097826087,0.026684025,0.273811714
